arquivo,escopo,nome,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs
causalpy/tests/test_placebo_in_time.py,funcao,test_run_produces_fold_results,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
causalpy/tests/test_placebo_in_time.py,funcao,test_run_metadata_contains_null_distribution,3,9,7,13,12,20,33.2842,71.6993,2.1667,155.3484,8.6305,0.0239
causalpy/tests/test_placebo_in_time.py,funcao,test_run_metadata_carries_design_configuration,3,10,5,10,13,15,37.9742,55.5066,1.5,83.2599,4.6255,0.0185
causalpy/tests/test_placebo_in_time.py,funcao,test_run_metadata_carries_defaults_when_unconfigured,3,7,4,8,10,12,24.4064,39.8631,1.7143,68.3368,3.7965,0.0133
causalpy/tests/test_placebo_in_time.py,funcao,test_fold_treatment_times_are_shifted,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_placebo_in_time.py,funcao,test_single_fold,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_placebo_in_time.py,funcao,test_no_mutable_state_on_check,1,1,1,1,2,2,0,2.0,0.5,1.0,0.0556,0.0007
causalpy/tests/test_placebo_in_time.py,funcao,test_standalone_run_without_context,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_placebo_in_time.py,funcao,test_standalone_no_factory_no_context_raises,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_placebo_in_time.py,funcao,test_run_with_context,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_placebo_in_time.py,funcao,test_text_contains_hierarchical_summary,1,4,3,6,5,9,8.0,20.8974,0.75,15.673,0.8707,0.007
causalpy/tests/test_placebo_in_time.py,funcao,test_fold_fitting_failure_is_skipped,3,5,4,8,8,12,16.3645,36.0,2.4,86.4,4.8,0.012
causalpy/tests/test_placebo_in_time.py,funcao,test_assurance_with_numpy_array,5,18,18,32,23,50,86.6683,226.1781,4.4444,1005.236,55.8464,0.0754
causalpy/tests/test_placebo_in_time.py,funcao,test_assurance_with_rvs_object,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_placebo_in_time.py,funcao,test_assurance_text_in_report,1,4,3,6,5,9,8.0,20.8974,0.75,15.673,0.8707,0.007
causalpy/tests/test_placebo_in_time.py,funcao,test_no_assurance_without_prior,1,5,3,6,6,9,11.6096,23.2647,0.6,13.9588,0.7755,0.0078
causalpy/tests/test_placebo_in_time.py,funcao,test_selection_method_default,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_placebo_in_time.py,funcao,test_selection_method_random,1,8,4,8,9,12,24.0,38.0391,0.5,19.0196,1.0566,0.0127
causalpy/tests/test_placebo_in_time.py,funcao,test_invalid_selection_method,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_placebo_in_time.py,funcao,test_invalid_min_training_pct,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_placebo_in_time.py,funcao,test_invalid_min_gap,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_placebo_in_time.py,funcao,test_allow_overlap_default_false,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_placebo_in_time.py,funcao,test_allow_overlap_stores_value,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_placebo_in_time.py,funcao,test_repr_random_selection,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
causalpy/tests/test_placebo_in_time.py,funcao,test_repr_sequential_omits_selection_method,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_placebo_in_time.py,funcao,test_repr_hides_default_allow_overlap,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_placebo_in_time.py,funcao,test_repr_shows_non_default_allow_overlap,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_placebo_in_time.py,funcao,test_random_fold_treatment_times_count,2,6,3,6,8,9,17.5098,27.0,1.0,27.0,1.5,0.009
causalpy/tests/test_placebo_in_time.py,funcao,test_random_fold_treatment_times_reproducible,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_placebo_in_time.py,funcao,test_random_fold_different_seeds_differ,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_placebo_in_time.py,funcao,test_random_fold_respects_min_gap,3,7,4,8,10,12,24.4064,39.8631,1.7143,68.3368,3.7965,0.0133
causalpy/tests/test_placebo_in_time.py,funcao,test_random_fold_respects_exclude_periods,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_placebo_in_time.py,funcao,test_random_fold_too_few_candidates_raises,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_placebo_in_time.py,funcao,test_random_fold_with_datetime_index,3,6,3,6,9,9,20.2647,28.5293,1.5,42.794,2.3774,0.0095
causalpy/tests/test_placebo_in_time.py,funcao,test_random_folds_do_not_overlap_by_default,3,7,5,10,10,15,24.4064,49.8289,2.1429,106.7763,5.932,0.0166
causalpy/tests/test_placebo_in_time.py,funcao,test_random_folds_allow_overlap_when_requested,3,7,4,8,10,12,24.4064,39.8631,1.7143,68.3368,3.7965,0.0133
causalpy/tests/test_placebo_in_time.py,funcao,test_windows_overlap_helper_numeric,1,5,3,6,6,9,11.6096,23.2647,0.6,13.9588,0.7755,0.0078
causalpy/tests/test_placebo_in_time.py,funcao,test_windows_overlap_helper_datetime,1,4,2,4,5,6,8.0,13.9316,0.5,6.9658,0.387,0.0046
causalpy/tests/test_placebo_in_time.py,funcao,test_greedy_retry_preserves_reproducibility,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_placebo_in_time.py,funcao,test_greedy_retry_raises_when_infeasible,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_placebo_in_time.py,funcao,test_greedy_retry_error_suggests_relaxing_constraints,1,4,3,6,5,9,8.0,20.8974,0.75,15.673,0.8707,0.007
causalpy/tests/test_placebo_in_time.py,funcao,test_draw_expected_effect_samples_warns_when_shorter_than_n,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_placebo_in_time.py,funcao,test_draw_expected_effect_samples_no_warning_when_long_enough,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_placebo_in_time.py,funcao,test_draw_expected_effect_samples_rvs_no_warning,2,5,3,6,7,9,13.6096,25.2662,1.2,30.3194,1.6844,0.0084
causalpy/tests/test_placebo_in_time.py,funcao,test_run_random_selection,3,8,4,8,11,12,28.7549,41.5132,1.5,62.2698,3.4594,0.0138
causalpy/tests/test_placebo_in_time.py,funcao,test_placebo_in_time_registered_as_default,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
causalpy/tests/test_placebo_in_time.py,funcao,test_default_for_includes_placebo_in_time,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_placebo_in_time.py,funcao,test_pipeline_with_placebo_in_time,3,9,5,10,12,15,33.2842,53.7744,1.6667,89.6241,4.9791,0.0179
causalpy/tests/test_placebo_in_time.py,funcao,test_pipeline_with_assurance,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_plot_show_parameter.py,funcao,test_plot_show_parameter_default_true_pymc,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_plot_show_parameter.py,funcao,test_plot_show_parameter_explicit_true_pymc,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_plot_show_parameter.py,funcao,test_plot_show_parameter_false_pymc,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_plot_show_parameter.py,funcao,test_plot_show_parameter_default_true_skl,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_plot_show_parameter.py,funcao,test_plot_show_parameter_false_skl,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_plot_show_parameter.py,funcao,_legend_handle_count,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_plot_show_parameter.py,funcao,test_legend_kwargs_preserves_labels_pymc,2,6,3,6,8,9,17.5098,27.0,1.0,27.0,1.5,0.009
causalpy/tests/test_plot_show_parameter.py,funcao,test_legend_kwargs_preserves_labels_skl,2,6,3,6,8,9,17.5098,27.0,1.0,27.0,1.5,0.009
causalpy/tests/test_plot_show_parameter.py,funcao,test_legend_kwargs_changes_location_pymc,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
causalpy/tests/test_plot_show_parameter.py,funcao,test_legend_kwargs_bbox_to_anchor_triggers_layout,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_plot_show_parameter.py,funcao,test_legend_kwargs_frameon_and_title,3,6,3,6,9,9,20.2647,28.5293,1.5,42.794,2.3774,0.0095
causalpy/tests/test_plot_show_parameter.py,funcao,test_legend_kwargs_unsupported_key_raises,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_plot_show_parameter.py,funcao,test_legend_kwargs_bbox_transform_without_anchor_raises,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_plot_show_parameter.py,funcao,test_legend_kwargs_preserves_fontsize,1,4,2,4,5,6,8.0,13.9316,0.5,6.9658,0.387,0.0046
causalpy/tests/test_plot_show_parameter.py,funcao,test_legend_kwargs_none_is_noop,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_plot_show_parameter.py,funcao,test_legend_kwargs_multi_axis_its,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
causalpy/tests/test_plot_utils.py,funcao,test_get_hdi_to_df_with_coordinate_dimensions,6,16,10,18,22,28,79.5098,124.8641,3.375,421.4163,23.412,0.0416
causalpy/tests/test_public_plot_signatures.py,funcao,_all_base_experiment_subclasses,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_public_plot_signatures.py,funcao,_experiments_with_plot,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_public_plot_signatures.py,funcao,test_every_concrete_subclass_declares_plot,2,3,2,3,5,5,6.7549,11.6096,1.0,11.6096,0.645,0.0039
causalpy/tests/test_public_plot_signatures.py,funcao,test_public_plot_has_no_var_positional_or_var_keyword,2,3,2,3,5,5,6.7549,11.6096,1.0,11.6096,0.645,0.0039
causalpy/tests/test_public_plot_signatures.py,funcao,test_public_plot_parameters_are_documented,4,10,6,10,14,16,41.2193,60.9177,2.0,121.8354,6.7686,0.0203
causalpy/tests/test_public_plot_signatures.py,funcao,test_stub_plot_raises_not_implemented,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_public_plot_signatures.py,funcao,test_base_experiment_has_no_public_plot,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
causalpy/tests/test_pymc_models.py,funcao,build_model,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_pymc_models.py,funcao,test_init,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
causalpy/tests/test_pymc_models.py,funcao,test_model_builder,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_pymc_models.py,funcao,test_fit_build_not_implemented,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_pymc_models.py,funcao,test_fit_predict,4,14,13,26,18,39,61.303,162.6271,3.7143,604.0434,33.558,0.0542
causalpy/tests/test_pymc_models.py,funcao,xy_and_coords,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_pymc_models.py,funcao,test_mismatched_X_raises,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_pymc_models.py,funcao,test_missing_y_raises,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_pymc_models.py,funcao,test_idata_property,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_pymc_models.py,funcao,test_result_reproducibility,1,2,3,6,3,9,2.0,14.2647,1.5,21.397,1.1887,0.0048
causalpy/tests/test_pymc_models.py,funcao,synthetic_control_data,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
causalpy/tests/test_pymc_models.py,funcao,single_treated_data,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
causalpy/tests/test_pymc_models.py,funcao,test_multi_unit_fitting,1,4,2,4,5,6,8.0,13.9316,0.5,6.9658,0.387,0.0046
causalpy/tests/test_pymc_models.py,funcao,test_multi_unit_predictions,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_pymc_models.py,funcao,test_multi_unit_coefficients,3,11,7,14,14,21,42.8086,79.9545,1.9091,152.6403,8.48,0.0267
causalpy/tests/test_pymc_models.py,funcao,test_backward_compatibility_single_unit,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_pymc_models.py,funcao,test_print_coefficients_multi_unit,2,5,3,6,7,9,13.6096,25.2662,1.2,30.3194,1.6844,0.0084
causalpy/tests/test_pymc_models.py,funcao,test_scoring_multi_unit,3,8,5,9,11,14,28.7549,48.432,1.6875,81.7291,4.5405,0.0161
causalpy/tests/test_pymc_models.py,funcao,test_scoring_single_unit,3,8,5,9,11,14,28.7549,48.432,1.6875,81.7291,4.5405,0.0161
causalpy/tests/test_pymc_models.py,funcao,test_r2_scores_differ_across_units,4,11,6,11,15,17,46.0537,66.4171,2.0,132.8343,7.3797,0.0221
causalpy/tests/test_pymc_models.py,funcao,test_produces_simplex_weights,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_pymc_models.py,funcao,test_pinned_first_logit,1,6,3,6,7,9,15.5098,25.2662,0.5,12.6331,0.7018,0.0084
causalpy/tests/test_pymc_models.py,funcao,test_1d_branch,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_pymc_models.py,funcao,test_rejects_non_normal_prior,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_pymc_models.py,funcao,sdid_data,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_pymc_models.py,funcao,test_fitting,1,4,3,6,5,9,8.0,20.8974,0.75,15.673,0.8707,0.007
causalpy/tests/test_pymc_models.py,funcao,test_omega_is_simplex,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_pymc_models.py,funcao,test_lam_is_simplex,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_pymc_models.py,funcao,test_coefficients_structure,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_pymc_models.py,funcao,test_single_treated_backward_compat,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
causalpy/tests/test_pymc_models.py,funcao,test_scoring,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_pymc_models.py,funcao,test_build_model_raises_without_coeffs_coord,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_pymc_models.py,funcao,prior_test_data,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_pymc_models.py,funcao,test_default_priors_property,2,9,5,10,11,15,30.5293,51.8915,1.1111,57.6572,3.2032,0.0173
causalpy/tests/test_pymc_models.py,funcao,test_priors_from_data_base_implementation,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_pymc_models.py,funcao,test_weighted_sum_fitter_priors_from_data,2,6,3,6,8,9,17.5098,27.0,1.0,27.0,1.5,0.009
causalpy/tests/test_pymc_models.py,funcao,test_softmax_weighted_sum_fitter_priors_from_data,2,10,5,10,12,15,35.2193,53.7744,1.0,53.7744,2.9875,0.0179
causalpy/tests/test_pymc_models.py,funcao,test_sdid_weight_fitter_priors_from_data,2,9,6,12,11,18,30.5293,62.2698,1.3333,83.0264,4.6126,0.0208
causalpy/tests/test_pymc_models.py,funcao,test_prior_precedence_system,2,5,3,6,7,9,13.6096,25.2662,1.2,30.3194,1.6844,0.0084
causalpy/tests/test_pymc_models.py,funcao,test_prior_precedence_integration_in_fit,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
causalpy/tests/test_pymc_models.py,funcao,test_prior_dimensions_consistency,1,4,3,6,5,9,8.0,20.8974,0.75,15.673,0.8707,0.007
causalpy/tests/test_pymc_models.py,funcao,test_custom_prior_with_build_model,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
causalpy/tests/test_pymc_models.py,funcao,test_prior_create_variable_integration,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
causalpy/tests/test_pymc_models.py,funcao,test_weighted_sum_fitter_dirichlet_prior_shape,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_pymc_models.py,funcao,test_prior_none_handling,2,5,3,6,7,9,13.6096,25.2662,1.2,30.3194,1.6844,0.0084
causalpy/tests/test_pymc_models.py,funcao,test_empty_priors_dict,2,5,3,6,7,9,13.6096,25.2662,1.2,30.3194,1.6844,0.0084
causalpy/tests/test_pymc_models.py,funcao,test_priors_from_data_called_during_fit,3,6,3,6,9,9,20.2647,28.5293,1.5,42.794,2.3774,0.0095
causalpy/tests/test_pymc_models_compat.py,funcao,test_call_seasonality_component_apply_supports_tensor_input,1,4,2,4,5,6,8.0,13.9316,0.5,6.9658,0.387,0.0046
causalpy/tests/test_pymc_models_compat.py,funcao,test_call_seasonality_component_apply_supports_xtensor_signature,1,4,2,4,5,6,8.0,13.9316,0.5,6.9658,0.387,0.0046
causalpy/tests/test_pymc_models_compat.py,funcao,test_call_time_component_apply_supports_tensor_input,1,4,2,4,5,6,8.0,13.9316,0.5,6.9658,0.387,0.0046
causalpy/tests/test_pymc_models_compat.py,funcao,test_call_time_component_apply_supports_xtensor_source,1,4,2,4,5,6,8.0,13.9316,0.5,6.9658,0.387,0.0046
causalpy/tests/test_pymc_models_compat.py,funcao,test_uses_xtensor_api_falls_back_to_code_names,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_reporting.py,funcao,test_effect_summary_basic,2,9,6,12,11,18,30.5293,62.2698,1.3333,83.0264,4.6126,0.0208
causalpy/tests/test_reporting.py,funcao,test_effect_summary_with_cumulative,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
causalpy/tests/test_reporting.py,funcao,test_effect_summary_without_cumulative,2,3,2,4,5,6,6.7549,13.9316,1.3333,18.5754,1.032,0.0046
causalpy/tests/test_reporting.py,funcao,test_effect_summary_with_relative,1,4,3,6,5,9,8.0,20.8974,0.75,15.673,0.8707,0.007
causalpy/tests/test_reporting.py,funcao,test_effect_summary_direction_increase,2,5,3,5,7,8,13.6096,22.4588,1.0,22.4588,1.2477,0.0075
causalpy/tests/test_reporting.py,funcao,test_effect_summary_direction_decrease,2,5,3,5,7,8,13.6096,22.4588,1.0,22.4588,1.2477,0.0075
causalpy/tests/test_reporting.py,funcao,test_effect_summary_direction_two_sided,2,7,6,10,9,16,21.6515,50.7188,1.4286,72.4554,4.0253,0.0169
causalpy/tests/test_reporting.py,funcao,test_effect_summary_window_datetime,3,7,4,8,10,12,24.4064,39.8631,1.7143,68.3368,3.7965,0.0133
causalpy/tests/test_reporting.py,funcao,test_effect_summary_window_integer,2,13,7,14,15,21,50.1057,82.0447,1.0769,88.3558,4.9087,0.0273
causalpy/tests/test_reporting.py,funcao,test_effect_summary_alpha,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_reporting.py,funcao,test_effect_summary_rope,2,5,3,5,7,8,13.6096,22.4588,1.0,22.4588,1.2477,0.0075
causalpy/tests/test_reporting.py,funcao,test_effect_summary_ols_its,2,11,9,18,13,27,40.0537,99.9119,1.6364,163.4922,9.0829,0.0333
causalpy/tests/test_reporting.py,funcao,test_effect_summary_ols_did,2,10,8,16,12,24,35.2193,86.0391,1.6,137.6626,7.6479,0.0287
causalpy/tests/test_reporting.py,funcao,test_effect_summary_ols_sc,1,7,5,10,8,15,19.6515,45.0,0.7143,32.1429,1.7857,0.015
causalpy/tests/test_reporting.py,funcao,test_effect_summary_rd_pymc,1,6,4,8,7,12,15.5098,33.6883,0.6667,22.4588,1.2477,0.0112
causalpy/tests/test_reporting.py,funcao,test_effect_summary_rd_ols,2,10,8,16,12,24,35.2193,86.0391,1.6,137.6626,7.6479,0.0287
causalpy/tests/test_reporting.py,funcao,test_effect_summary_rkink_pymc,7,33,23,45,40,68,186.1165,361.8911,4.7727,1727.2076,95.956,0.1206
causalpy/tests/test_reporting.py,funcao,test_effect_summary_rkink_directions,7,31,22,42,38,64,173.2316,335.8674,4.7419,1592.6614,88.4812,0.112
causalpy/tests/test_reporting.py,funcao,test_effect_summary_rkink_rope,7,27,18,35,34,53,148.0334,269.6355,4.537,1223.3464,67.9637,0.0899
causalpy/tests/test_reporting.py,funcao,test_effect_summary_rkink_ols_raises,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_reporting.py,funcao,test_effect_summary_empty_window_error,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_reporting.py,funcao,test_effect_summary_hdi_coverage,2,6,3,6,8,9,17.5098,27.0,1.0,27.0,1.5,0.009
causalpy/tests/test_reporting.py,funcao,test_effect_summary_tail_probabilities_match,3,6,3,6,9,9,20.2647,28.5293,1.5,42.794,2.3774,0.0095
causalpy/tests/test_reporting.py,funcao,test_effect_summary_synthetic_control,2,9,6,12,11,18,30.5293,62.2698,1.3333,83.0264,4.6126,0.0208
causalpy/tests/test_reporting.py,funcao,test_effect_summary_synthetic_control_multi_unit,4,14,8,16,18,24,61.303,100.0782,2.2857,228.7502,12.7083,0.0334
causalpy/tests/test_reporting.py,funcao,test_effect_summary_synthetic_control_window,2,5,3,6,7,9,13.6096,25.2662,1.2,30.3194,1.6844,0.0084
causalpy/tests/test_reporting.py,funcao,test_effect_summary_did,3,10,7,14,13,21,37.9742,77.7092,2.1,163.1894,9.0661,0.0259
causalpy/tests/test_reporting.py,funcao,test_effect_summary_did_direction_increase,2,5,3,5,7,8,13.6096,22.4588,1.0,22.4588,1.2477,0.0075
causalpy/tests/test_reporting.py,funcao,test_effect_summary_did_direction_decrease,2,5,3,5,7,8,13.6096,22.4588,1.0,22.4588,1.2477,0.0075
causalpy/tests/test_reporting.py,funcao,test_effect_summary_did_direction_two_sided,2,7,6,10,9,16,21.6515,50.7188,1.4286,72.4554,4.0253,0.0169
causalpy/tests/test_reporting.py,funcao,test_effect_summary_did_rope,2,5,3,5,7,8,13.6096,22.4588,1.0,22.4588,1.2477,0.0075
causalpy/tests/test_reporting.py,funcao,test_effect_summary_did_ols_error,1,7,5,10,8,15,19.6515,45.0,0.7143,32.1429,1.7857,0.015
causalpy/tests/test_reporting.py,funcao,test_effect_summary_did_hdi_coverage,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_reporting.py,funcao,test_extract_hdi_bounds_dataset,1,4,2,4,5,6,8.0,13.9316,0.5,6.9658,0.387,0.0046
causalpy/tests/test_reporting.py,funcao,test_extract_hdi_bounds_dataarray,1,4,2,4,5,6,8.0,13.9316,0.5,6.9658,0.387,0.0046
causalpy/tests/test_reporting.py,funcao,test_as_scalar_handles_singleton_arrays,1,4,3,6,5,9,8.0,20.8974,0.75,15.673,0.8707,0.007
causalpy/tests/test_reporting.py,funcao,test_compute_tail_probabilities_increase,3,6,4,6,9,10,20.2647,31.6993,1.5,47.5489,2.6416,0.0106
causalpy/tests/test_reporting.py,funcao,test_compute_tail_probabilities_decrease,3,6,4,6,9,10,20.2647,31.6993,1.5,47.5489,2.6416,0.0106
causalpy/tests/test_reporting.py,funcao,test_compute_tail_probabilities_two_sided,4,12,8,14,16,22,51.0196,88.0,2.3333,205.3333,11.4074,0.0293
causalpy/tests/test_reporting.py,funcao,test_compute_rope_probability_two_sided,2,4,3,4,6,7,10.0,18.0947,1.0,18.0947,1.0053,0.006
causalpy/tests/test_reporting.py,funcao,test_compute_rope_probability_one_sided,2,4,3,4,6,7,10.0,18.0947,1.0,18.0947,1.0053,0.006
causalpy/tests/test_reporting.py,funcao,test_compute_rope_probability_decrease,2,6,5,6,8,11,17.5098,33.0,1.0,33.0,1.8333,0.011
causalpy/tests/test_reporting.py,funcao,test_compute_statistics_rope_decrease,3,6,4,7,9,11,20.2647,34.8692,1.75,61.0211,3.3901,0.0116
causalpy/tests/test_reporting.py,funcao,test_compute_statistics_with_singleton_treated_unit_dim,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_reporting.py,funcao,test_compute_statistics_hdi_dataarray_paths,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_reporting.py,funcao,test_extract_window_ols_xarray_post_impact_branch,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_reporting.py,funcao,test_extract_counterfactual_ols_xarray_branch,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_reporting.py,funcao,test_compute_statistics_rope_increase,2,5,3,6,7,9,13.6096,25.2662,1.2,30.3194,1.6844,0.0084
causalpy/tests/test_reporting.py,funcao,test_compute_statistics_rope_two_sided,3,6,4,7,9,11,20.2647,34.8692,1.75,61.0211,3.3901,0.0116
causalpy/tests/test_reporting.py,funcao,test_compute_statistics_rope_near_threshold,3,6,4,6,9,10,20.2647,31.6993,1.5,47.5489,2.6416,0.0106
causalpy/tests/test_reporting.py,funcao,test_compute_statistics_rope_autodetect_direction_for_prose_consistency,4,9,6,11,13,17,36.5293,62.9075,2.4444,153.7738,8.543,0.021
causalpy/tests/test_reporting.py,funcao,test_format_number,1,8,4,8,9,12,24.0,38.0391,0.5,19.0196,1.0566,0.0127
causalpy/tests/test_reporting.py,funcao,test_select_treated_unit,2,3,4,8,5,12,6.7549,27.8631,2.6667,74.3017,4.1279,0.0093
causalpy/tests/test_reporting.py,funcao,test_select_treated_unit_numpy,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_reporting.py,funcao,test_detect_experiment_type_unknown,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_reporting.py,funcao,test_detect_experiment_type_prepostnegd,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_reporting.py,funcao,test_extract_window_invalid_type,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_reporting.py,funcao,test_compute_statistics_did_ols_missing_interaction_term,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_reporting.py,funcao,test_compute_statistics_rd_ols_fallback_path,1,5,4,8,6,12,11.6096,31.0196,0.8,24.8156,1.3786,0.0103
causalpy/tests/test_reporting.py,funcao,test_select_treated_unit_with_multiple_units,2,3,2,4,5,6,6.7549,13.9316,1.3333,18.5754,1.032,0.0046
causalpy/tests/test_reporting.py,funcao,test_extract_window_slice_with_step,3,15,8,16,18,24,63.3582,100.0782,1.6,160.1251,8.8958,0.0334
causalpy/tests/test_reporting.py,funcao,test_relative_effects_with_near_zero_counterfactual,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
