arquivo,tipo,classe,nome,rank_cc,complexity,linha_ini,linha_fim
causalpy/tests/test_input_validation.py,function,,test_synthetic_control_donor_correlation_custom_threshold,A,1,922,946
causalpy/tests/test_input_validation.py,function,,test_synthetic_control_donor_correlation_invalid_threshold,A,1,1013,1026
causalpy/tests/test_instrumental_variable.py,function,,sample_kwargs,A,1,31,38
causalpy/tests/test_instrumental_variable.py,function,,iv_data,A,1,43,61
causalpy/tests/test_instrumental_variable.py,function,,binary_treatment_data,A,1,66,82
causalpy/tests/test_instrumental_variable.py,function,,test_iv_missing_treatment_in_instruments_data,A,1,204,216
causalpy/tests/test_instrumental_variable.py,function,,test_iv_missing_treatment_in_data,A,1,221,233
causalpy/tests/test_instrumental_variable.py,function,,test_iv_continuous_treatment_warning,A,1,238,247
causalpy/tests/test_instrumental_variable.py,function,,test_iv_not_implemented_methods,A,1,403,416
causalpy/tests/test_instrumental_variable.py,function,,test_iv_get_plot_data_not_implemented,A,1,419,432
causalpy/tests/test_integration_pymc_examples.py,method,TestSyntheticControlMultiUnit,test_multi_unit_plotting_invalid_unit,A,1,1835,1855
causalpy/tests/test_ipw_extreme_ps.py,function,,ipw_result,A,1,38,46
causalpy/tests/test_ipw_extreme_ps.py,function,,extreme_idata,A,1,51,58
causalpy/tests/test_ipw_extreme_ps.py,method,TestPreparePs,test_warns_on_extreme,A,1,98,102
causalpy/tests/test_ipw_extreme_ps.py,method,TestPreparePs,test_no_warn_on_safe,A,1,104,109
causalpy/tests/test_ipw_get_ate.py,function,,ipw_result,A,1,29,50
causalpy/tests/test_ipw_get_ate.py,function,,propensity_scores,A,1,54,56
causalpy/tests/test_its_effect_summary.py,function,,datetime_data_2period,A,1,39,63
causalpy/tests/test_its_effect_summary.py,function,,datetime_data_3period,A,1,67,94
causalpy/tests/test_its_effect_summary.py,function,,integer_data_2period,A,1,98,120
causalpy/tests/test_its_effect_summary.py,function,,integer_data_3period,A,1,124,149
causalpy/tests/test_its_effect_summary.py,function,,test_effect_summary_period_without_treatment_end_time_raises_error,A,1,733,754
causalpy/tests/test_its_effect_summary.py,function,,test_effect_summary_invalid_period_raises_error,A,1,757,772
causalpy/tests/test_maketables_plugin.py,function,,test_maketables_hdi_prob_validation,A,1,197,209
causalpy/tests/test_maketables_plugin.py,function,,test_maketables_missing_pymc_coef_variable_raises,A,1,508,526
causalpy/tests/test_maketables_plugin.py,function,,test_maketables_incompatible_pymc_label_dim_raises,A,1,530,548
causalpy/tests/test_maketables_plugin.py,function,,test_maketables_pymc_no_labels_raises,A,1,815,820
causalpy/tests/test_maketables_plugin.py,method,TestGetMaketablesHdiProb,test_non_convertible_raises,A,1,703,706
causalpy/tests/test_maketables_plugin.py,method,TestGetMaketablesHdiProb,test_out_of_range_raises,A,1,708,711
causalpy/tests/test_maketables_plugin.py,method,TestGetMaketablesHdiProb,test_zero_raises,A,1,713,716
causalpy/tests/test_maketables_plugin.py,method,TestGetMaketablesAdapter,test_unsupported_model_raises,A,1,720,722
causalpy/tests/test_maketables_plugin.py,method,TestSklearnAdapterCoefMismatch,test_coef_count_mismatch_raises,A,1,770,775
causalpy/tests/test_maketables_plugin.py,method,TestSklearnAdapterNoLabelsRaises,test_empty_labels_raises,A,1,779,783
causalpy/tests/test_method_specific_checks.py,method,TestBandwidthSensitivity,test_validate_rejects_non_rd,A,1,50,59
causalpy/tests/test_method_specific_checks.py,method,TestLeaveOneOut,test_validate_rejects_non_sc,A,1,103,112
causalpy/tests/test_method_specific_checks.py,method,TestPlaceboInSpace,test_validate_rejects_non_sc,A,1,159,168
causalpy/tests/test_method_specific_checks.py,method,TestMcCraryDensityTest,test_validate_rejects_non_rd,A,1,214,223
causalpy/tests/test_method_specific_checks.py,method,TestBandwidthSensitivityEdgeCases,test_run_missing_experiment_config_raises,A,1,291,303
causalpy/tests/test_method_specific_checks.py,method,TestLeaveOneOutEdgeCases,test_run_missing_experiment_config_raises,A,1,357,370
causalpy/tests/test_method_specific_checks.py,method,TestPlaceboInSpaceEdgeCases,test_run_missing_experiment_config_raises,A,1,428,441
causalpy/tests/test_model_adapter.py,function,,test_make_model_adapter_bayes_not_supported,A,1,79,85
causalpy/tests/test_model_adapter.py,function,,test_make_model_adapter_ols_not_supported,A,1,89,95
causalpy/tests/test_model_adapter.py,function,,test_make_model_adapter_no_model_no_default_raises,A,1,99,105
causalpy/tests/test_model_adapter.py,function,,test_sklearn_adapter_idata_raises,A,1,109,117
causalpy/tests/test_model_adapter.py,function,,test_panel_regression_requires_explicit_model,A,1,168,181
causalpy/tests/test_model_experiment_compatability.py,function,,test_olsmodel_and_regressionkink,A,1,26,36
causalpy/tests/test_model_experiment_compatability.py,function,,test_olsmodel_and_iv,A,1,41,55
causalpy/tests/test_model_experiment_compatability.py,function,,test_olsmodel_and_prepostnegd,A,1,60,70
causalpy/tests/test_model_experiment_compatability.py,function,,test_olsmodel_and_ipw,A,1,75,85
causalpy/tests/test_notebook_validation.py,function,,_run_validator,A,1,32,37
causalpy/tests/test_notebook_validation.py,function,,_build_notebook,A,1,41,47
causalpy/tests/test_notebook_validation.py,function,,_write_notebook,A,1,54,57
causalpy/tests/test_notebook_validation.py,function,,_write_docs_notebook,A,1,60,64
causalpy/tests/test_outcome_falsification.py,function,,_make_its_data,A,1,56,66
causalpy/tests/test_outcome_falsification.py,function,,_make_pymc_model,A,1,71,73
causalpy/tests/test_outcome_falsification.py,function,,_make_ols_model,A,1,76,78
causalpy/tests/test_outcome_falsification.py,function,,test_construction_empty_formulas_raises,A,1,105,108
causalpy/tests/test_outcome_falsification.py,function,,test_construction_non_string_formula_raises,A,1,111,114
causalpy/tests/test_outcome_falsification.py,function,,test_construction_invalid_alpha_zero_raises,A,1,117,120
causalpy/tests/test_outcome_falsification.py,function,,test_construction_invalid_alpha_one_raises,A,1,123,126
causalpy/tests/test_outcome_falsification.py,function,,test_validate_rejects_ols_model,A,1,173,183
causalpy/tests/test_outcome_falsification.py,function,,test_validate_rejects_no_formula,A,1,186,193
causalpy/tests/test_outcome_falsification.py,function,,its_context,A,1,202,223
causalpy/tests/test_outcome_falsification.py,function,,test_validate_accepts_pymc_its,A,1,227,230
causalpy/tests/test_outcome_falsification.py,function,,test_run_warns_when_many_formulas_with_store_experiments,A,1,340,350
causalpy/tests/test_outcome_falsification.py,function,,test_run_does_not_warn_when_store_experiments_false,A,1,354,376
causalpy/tests/test_outcome_falsification.py,function,,test_run_does_not_warn_for_few_formulas,A,1,380,392
causalpy/tests/test_outcome_falsification.py,function,,_make_did_data,A,1,457,463
causalpy/tests/test_outcome_falsification.py,function,,_make_piecewise_its_data,A,1,466,474
causalpy/tests/test_outcome_falsification.py,function,,_build_did_context,A,1,477,493
causalpy/tests/test_outcome_falsification.py,function,,_build_piecewise_its_context,A,1,496,508
causalpy/tests/test_panel_regression.py,function,,test_panel_regression_validation_errors,A,1,195,266
causalpy/tests/test_panel_regression.py,function,,test_effect_summary_raises,A,1,549,559
causalpy/tests/test_panel_regression.py,function,,test_plot_coefficients_rejects_invalid_hdi_prob,A,1,613,624
causalpy/tests/test_panel_regression.py,function,,test_group_means_from_original_data,A,1,627,659
causalpy/tests/test_panel_regression.py,function,,test_get_plot_data_bayesian_raises_on_ols,A,1,733,744
causalpy/tests/test_panel_regression.py,function,,test_get_plot_data_ols_raises_on_pymc,A,1,747,758
causalpy/tests/test_panel_regression.py,function,,test_plot_unit_effects_no_fe_labels,A,1,761,772
causalpy/tests/test_piecewise_its.py,function,,test_step_transform_numeric,A,1,39,53
causalpy/tests/test_piecewise_its.py,function,,test_step_transform_datetime,A,1,56,72
causalpy/tests/test_piecewise_its.py,function,,test_ramp_transform_numeric,A,1,75,89
causalpy/tests/test_piecewise_its.py,function,,test_ramp_transform_datetime,A,1,92,107
causalpy/tests/test_piecewise_its.py,function,,test_generate_piecewise_its_data_effect_consistency,A,1,239,251
causalpy/tests/test_piecewise_its.py,function,,test_generate_piecewise_its_data_invalid_interruption_time,A,1,254,259
causalpy/tests/test_piecewise_its.py,function,,test_generate_piecewise_its_data_mismatched_lengths,A,1,263,269
causalpy/tests/test_piecewise_its.py,function,,test_piecewise_its_no_step_or_ramp,A,1,278,285
causalpy/tests/test_piecewise_its.py,function,,test_piecewise_its_missing_column,A,1,289,298
causalpy/tests/test_piecewise_its.py,function,,test_piecewise_its_mixed_step_variables_fail_fast,A,1,302,315
causalpy/tests/test_piecewise_its.py,function,,test_piecewise_its_invalid_datetime_threshold_fail_fast,A,1,319,327
causalpy/tests/test_piecewise_its.py,function,,test_piecewise_its_invalid_numeric_threshold_fail_fast,A,1,331,338
causalpy/tests/test_piecewise_its.py,function,,test_piecewise_its_ols_effect_consistency,A,1,464,483
causalpy/tests/test_piecewise_its.py,function,,test_piecewise_its_ols_cumulative_effect,A,1,486,505
causalpy/tests/test_piecewise_its.py,function,,test_piecewise_its_ols_summary,A,1,544,555
causalpy/tests/test_piecewise_its.py,function,,test_piecewise_its_pymc_summary,A,1,707,718
causalpy/tests/test_piecewise_its.py,function,,test_piecewise_its_effect_summary_period_not_supported,A,1,903,917
causalpy/tests/test_piecewise_its.py,function,,test_piecewise_its_summary_with_round_to,A,1,1006,1017
causalpy/tests/test_piecewise_its.py,function,,test_generate_piecewise_its_data_slope_changes_mismatched,A,1,1300,1307
causalpy/tests/test_piecewise_its.py,function,,test_piecewise_its_unrecognized_model_type,A,1,1324,1336
causalpy/tests/test_piecewise_its.py,function,,test_piecewise_its_effect_pre_intervention_zero,A,1,1436,1455
causalpy/tests/test_piecewise_its.py,function,,test_piecewise_its_step_variable_not_in_data,A,1,1475,1482
causalpy/tests/test_piecewise_its.py,function,,test_step_transform_chunked_data,A,1,1502,1515
causalpy/tests/test_piecewise_its.py,function,,test_ramp_transform_chunked_data,A,1,1518,1531
causalpy/tests/test_piecewise_its.py,function,,test_step_transform_timestamp_threshold,A,1,1562,1573
causalpy/tests/test_piecewise_its.py,function,,test_ramp_transform_timestamp_threshold,A,1,1576,1587
causalpy/tests/test_piecewise_its.py,function,,test_step_transform_datetime_series,A,1,1590,1601
causalpy/tests/test_piecewise_its.py,function,,test_ramp_transform_datetime_series,A,1,1604,1615
causalpy/tests/test_pipeline.py,function,,sample_df,A,1,84,86
causalpy/tests/test_pipeline.py,method,_MockStep,__init__,A,1,35,38
causalpy/tests/test_pipeline.py,method,_MockStep,validate,A,1,40,42
causalpy/tests/test_pipeline.py,method,_MockStep,run,A,1,44,47
causalpy/tests/test_pipeline.py,method,_FailingValidationStep,validate,A,1,53,55
causalpy/tests/test_pipeline.py,method,_FailingValidationStep,run,A,1,57,59
causalpy/tests/test_pipeline.py,method,_ContextMutatingStep,__init__,A,1,65,66
causalpy/tests/test_pipeline.py,method,_ContextMutatingStep,validate,A,1,68,70
causalpy/tests/test_pipeline.py,method,_ContextMutatingStep,run,A,1,72,75
causalpy/tests/test_pipeline.py,method,TestPipeline,test_empty_steps_raises,A,1,97,99
causalpy/tests/test_pipeline.py,method,TestPipeline,test_non_dataframe_raises,A,1,101,103
causalpy/tests/test_pipeline.py,method,TestPipeline,test_non_step_raises,A,1,105,107
causalpy/tests/test_pipeline.py,method,TestPipelineContext,test_data_stored,A,1,152,154
causalpy/tests/test_pipeline.py,method,TestEstimateEffect,test_validate_rejects_non_experiment,A,1,218,222
causalpy/tests/test_pipeline.py,method,TestEstimateEffect,test_validate_rejects_data_kwarg,A,1,224,233
causalpy/tests/test_pipeline.py,method,TestEstimateEffect,test_validate_accepts_valid_config,A,1,235,242
causalpy/tests/test_placebo_in_time.py,function,,_make_its_data,A,1,62,68
causalpy/tests/test_placebo_in_time.py,function,,_make_pymc_model,A,1,73,75
causalpy/tests/test_placebo_in_time.py,function,,_make_ols_model,A,1,78,80
causalpy/tests/test_placebo_in_time.py,function,,_make_pymc_factory,A,1,83,95
causalpy/tests/test_placebo_in_time.py,function,,factory,A,1,86,92
causalpy/tests/test_placebo_in_time.py,function,,test_invalid_n_folds,A,1,115,118
causalpy/tests/test_placebo_in_time.py,function,,test_expected_effect_prior_without_rope_raises,A,1,156,159
causalpy/tests/test_placebo_in_time.py,function,,test_validate_accepts_pymc_its,A,1,203,212
causalpy/tests/test_placebo_in_time.py,function,,test_validate_rejects_ols_model,A,1,215,225
causalpy/tests/test_placebo_in_time.py,function,,test_validate_rejects_no_treatment_time,A,1,228,235
causalpy/tests/test_placebo_in_time.py,function,,test_standalone_no_factory_no_context_raises,A,1,597,608
causalpy/tests/test_placebo_in_time.py,function,,test_invalid_selection_method,A,1,840,843
causalpy/tests/test_placebo_in_time.py,function,,test_invalid_min_training_pct,A,1,846,851
causalpy/tests/test_placebo_in_time.py,function,,test_invalid_min_gap,A,1,854,857
causalpy/tests/test_placebo_in_time.py,function,,test_random_fold_too_few_candidates_raises,A,1,1003,1015
causalpy/tests/test_placebo_in_time.py,function,,test_greedy_retry_raises_when_infeasible,A,1,1157,1172
causalpy/tests/test_placebo_in_time.py,function,,test_draw_expected_effect_samples_warns_when_shorter_than_n,A,1,1204,1214
causalpy/tests/test_placebo_in_time.py,function,,test_draw_expected_effect_samples_no_warning_when_long_enough,A,1,1217,1227
causalpy/tests/test_plot_show_parameter.py,function,,test_legend_kwargs_unsupported_key_raises,A,1,308,325
causalpy/tests/test_plot_show_parameter.py,function,,test_legend_kwargs_bbox_transform_without_anchor_raises,A,1,329,346
causalpy/tests/test_public_plot_signatures.py,function,,test_stub_plot_raises_not_implemented,A,1,204,220
causalpy/tests/test_pymc_models.py,function,,prior_test_data,A,1,912,930
causalpy/tests/test_pymc_models.py,method,TestPyMCModel,test_model_builder,A,1,94,102
causalpy/tests/test_pymc_models.py,method,TestPyMCModel,test_fit_build_not_implemented,A,1,104,112
causalpy/tests/test_pymc_models.py,method,TestDataSetterValidation,xy_and_coords,A,1,219,235
causalpy/tests/test_pymc_models.py,method,TestDataSetterValidation,test_mismatched_X_raises,A,1,237,243
causalpy/tests/test_pymc_models.py,method,TestDataSetterValidation,test_missing_y_raises,A,1,245,271
causalpy/tests/test_pymc_models.py,method,TestSoftmaxSimplexWeights,test_rejects_non_normal_prior,A,1,746,755
causalpy/tests/test_pymc_models.py,method,TestSyntheticDifferenceInDifferencesWeightFitter,test_omega_is_simplex,A,1,818,828
causalpy/tests/test_pymc_models.py,method,TestSyntheticDifferenceInDifferencesWeightFitter,test_lam_is_simplex,A,1,830,840
causalpy/tests/test_pymc_models.py,method,TestSoftmaxWeightedSumFitterMultiUnit,test_coefficients_structure,A,1,868,878
causalpy/tests/test_pymc_models.py,method,TestSoftmaxWeightedSumFitterMultiUnit,test_build_model_raises_without_coeffs_coord,A,1,903,908
causalpy/tests/test_pymc_models_compat.py,function,,raise_oserror,A,1,110,111
causalpy/tests/test_reporting.py,function,,fake_hdi,A,1,1071,1074
causalpy/tests/test_reporting.py,function,,test_effect_summary_rkink_ols_raises,A,1,517,527
causalpy/tests/test_reporting.py,function,,test_effect_summary_empty_window_error,A,1,531,545
causalpy/tests/test_reporting.py,function,,test_select_treated_unit_numpy,A,1,1318,1337
causalpy/tests/test_reporting.py,function,,test_detect_experiment_type_unknown,A,1,1345,1356
causalpy/tests/test_reporting.py,function,,test_extract_window_invalid_type,A,1,1373,1386
causalpy/tests/test_reporting.py,function,,test_compute_statistics_did_ols_missing_interaction_term,A,1,1390,1413
causalpy/tests/test_sdid_helpers.py,function,,toy_panel,A,1,86,105
causalpy/tests/test_sdid_helpers.py,method,_StubFittableModel,fit,A,1,42,42
causalpy/tests/test_sdid_helpers.py,method,_StubModelAdapter,__init__,A,1,48,51
causalpy/tests/test_sdid_helpers.py,method,_StubModelAdapter,fit,A,1,53,54
causalpy/tests/test_sdid_helpers.py,method,TestBuildWeightFitterInputs,test_values_match_hand_computed,A,1,139,152
causalpy/tests/test_sdid_helpers.py,method,TestComputeTau,test_tau_is_zero_when_gaps_are_zero,A,1,237,246
causalpy/tests/test_sdid_helpers.py,method,TestBuildReportingObjects,test_impact_values_match_observed_minus_counterfactual,A,1,287,318
causalpy/tests/test_sdid_helpers.py,method,TestInputValidation,test_datetime_index_requires_timestamp_treatment_time,A,1,324,331
causalpy/tests/test_sdid_helpers.py,method,TestInputValidation,test_int_index_rejects_timestamp_treatment_time,A,1,333,337
causalpy/tests/test_sdid_helpers.py,method,TestErrorBranches,test_extract_weight_posteriors_raises_when_idata_is_none,A,1,343,346
causalpy/tests/test_sdid_helpers.py,method,TestErrorBranches,test_algorithm_raises_when_fit_leaves_idata_none,A,1,348,365
causalpy/tests/test_sensitivity_container.py,function,,its_context,A,1,114,130
causalpy/tests/test_sensitivity_container.py,method,_PassingCheck,validate,A,1,45,47
causalpy/tests/test_sensitivity_container.py,method,_PassingCheck,run,A,1,49,54
causalpy/tests/test_sensitivity_container.py,method,_FailingCheck,validate,A,1,63,65
causalpy/tests/test_sensitivity_container.py,method,_FailingCheck,run,A,1,67,72
causalpy/tests/test_sensitivity_container.py,method,_InformationalCheck,validate,A,1,81,83
causalpy/tests/test_sensitivity_container.py,method,_InformationalCheck,run,A,1,85,90
causalpy/tests/test_sensitivity_container.py,method,_WrongMethodCheck,validate,A,1,99,101
causalpy/tests/test_sensitivity_container.py,method,_WrongMethodCheck,run,A,1,103,105
causalpy/tests/test_sensitivity_container.py,method,TestCheckResult,test_with_table,A,1,149,152
causalpy/tests/test_sensitivity_container.py,method,TestSensitivityAnalysis,test_validate_accepts_valid_checks,A,1,223,225
causalpy/tests/test_sensitivity_container.py,method,TestSensitivityAnalysis,test_validate_rejects_non_check,A,1,227,230
causalpy/tests/test_sensitivity_container.py,method,TestSensitivityAnalysis,test_run_requires_experiment,A,1,232,236
causalpy/tests/test_sensitivity_container.py,method,TestSensitivityAnalysis,test_run_rejects_inapplicable_check,A,1,238,241
causalpy/tests/test_staggered_did.py,function,,test_staggered_did_missing_unit_column,A,1,183,199
causalpy/tests/test_staggered_did.py,function,,test_staggered_did_missing_time_column,A,1,203,219
causalpy/tests/test_staggered_did.py,function,,test_staggered_did_missing_treated_column,A,1,223,240
causalpy/tests/test_staggered_did.py,function,,test_staggered_did_non_absorbing_treatment,A,1,244,263
causalpy/tests/test_staggered_did.py,function,,test_staggered_did_formula_missing_outcome,A,1,267,280
causalpy/tests/test_staggered_did.py,function,,test_staggered_did_summary,A,1,483,499
causalpy/tests/test_staggered_did.py,function,,test_generate_staggered_did_data_too_many_units,A,1,617,622
causalpy/tests/test_staggered_did.py,function,,test_staggered_did_missing_treatment_time_column,A,1,658,676
causalpy/tests/test_staggered_did.py,function,,_no_never_treated_staggered_did_df,A,1,708,714
causalpy/tests/test_staggered_did.py,function,,test_staggered_did_no_untreated_observations,A,1,888,907
causalpy/tests/test_staggered_did.py,function,,test_staggered_did_unrecognized_model_type_fit,A,1,1683,1705
causalpy/tests/test_three_period_its.py,function,,datetime_data,A,1,40,67
causalpy/tests/test_three_period_its.py,function,,integer_data,A,1,71,96
causalpy/tests/test_three_period_its.py,function,,test_effect_summary_invalid_period_raises_error,A,1,551,564
causalpy/tests/test_three_period_its.py,function,,test_treatment_end_time_less_than_treatment_time_raises_error,A,1,572,593
causalpy/tests/test_three_period_its.py,function,,test_treatment_end_time_beyond_data_range_raises_error,A,1,597,609
causalpy/tests/test_three_period_its.py,function,,test_index_type_mismatch_datetime_raises_error,A,1,613,624
causalpy/tests/test_three_period_its.py,function,,test_index_type_mismatch_integer_raises_error,A,1,628,639
causalpy/tests/test_three_period_its.py,function,,test_analyze_persistence_raises_error_without_treatment_end_time,A,1,876,890
causalpy/tests/test_timeseries_model_coverage.py,method,MockComponent,apply,A,1,32,33
causalpy/tests/test_timeseries_model_coverage.py,method,TestBayesianBasisExpansionTimeSeriesCoverage,_skip_if_no_pymc_marketing,A,1,46,50
causalpy/tests/test_timeseries_model_coverage.py,method,TestBayesianBasisExpansionTimeSeriesCoverage,sample_data,A,1,54,70
causalpy/tests/test_timeseries_model_coverage.py,method,TestBayesianBasisExpansionTimeSeriesCoverage,test_custom_trend_component_without_apply_method,A,1,72,80
causalpy/tests/test_timeseries_model_coverage.py,method,TestBayesianBasisExpansionTimeSeriesCoverage,test_custom_seasonality_component_without_apply_method,A,1,83,91
causalpy/tests/test_timeseries_model_coverage.py,method,TestBayesianBasisExpansionTimeSeriesCoverage,test_prepare_time_features_none_x,A,1,108,115
causalpy/tests/test_timeseries_model_coverage.py,method,TestBayesianBasisExpansionTimeSeriesCoverage,test_prepare_time_features_not_xarray,A,1,117,124
causalpy/tests/test_timeseries_model_coverage.py,method,TestBayesianBasisExpansionTimeSeriesCoverage,test_prepare_time_features_no_obs_ind_coord,A,1,126,135
causalpy/tests/test_timeseries_model_coverage.py,method,TestBayesianBasisExpansionTimeSeriesCoverage,test_prepare_time_features_empty_obs_ind,A,1,137,150
causalpy/tests/test_timeseries_model_coverage.py,method,TestBayesianBasisExpansionTimeSeriesCoverage,test_prepare_time_features_non_datetime_obs_ind,A,1,152,168
causalpy/tests/test_timeseries_model_coverage.py,method,TestBayesianBasisExpansionTimeSeriesCoverage,test_data_setter_error_x_mismatch,A,1,170,193
causalpy/tests/test_timeseries_model_coverage.py,method,TestBayesianBasisExpansionTimeSeriesCoverage,test_data_setter_error_missing_exog_vars,A,1,195,224
causalpy/tests/test_timeseries_model_coverage.py,method,TestStateSpaceTimeSeriesCoverage,sample_data,A,1,231,242
causalpy/tests/test_timeseries_model_coverage.py,method,TestStateSpaceTimeSeriesCoverage,test_custom_trend_component_without_apply_method,A,1,244,252
causalpy/tests/test_timeseries_model_coverage.py,method,TestStateSpaceTimeSeriesCoverage,test_custom_seasonality_component_without_apply_method,A,1,255,263
causalpy/tests/test_timeseries_model_coverage.py,method,TestStateSpaceTimeSeriesCoverage,test_coords_datetime_index_not_datetimeindex,A,1,291,316
causalpy/tests/test_timeseries_model_coverage.py,method,TestStateSpaceTimeSeriesCoverage,test_build_model_y_none,A,1,318,328
causalpy/tests/test_timeseries_model_coverage.py,method,TestStateSpaceTimeSeriesCoverage,test_build_model_y_no_obs_ind,A,1,330,343
causalpy/tests/test_timeseries_model_coverage.py,method,TestStateSpaceTimeSeriesCoverage,test_build_model_y_empty_obs_ind,A,1,345,358
causalpy/tests/test_timeseries_model_coverage.py,method,TestStateSpaceTimeSeriesCoverage,test_fit_y_none,A,1,360,370
causalpy/tests/test_timeseries_model_coverage.py,method,TestStateSpaceTimeSeriesCoverage,test_predict_out_of_sample_x_none,A,1,372,395
causalpy/tests/test_timeseries_model_coverage.py,method,TestStateSpaceTimeSeriesCoverage,test_predict_out_of_sample_x_no_coords,A,1,397,423
causalpy/tests/test_timeseries_model_coverage.py,method,TestStateSpaceTimeSeriesCoverage,test_score_y_none,A,1,425,446
causalpy/tests/test_utils.py,function,,sc_result_single_unit,A,1,206,221
causalpy/tests/test_utils.py,function,,sc_result_multi_unit,A,1,228,246
causalpy/tests/test_utils.py,function,,test_extract_lift_for_mmm_raises_for_ols,A,1,352,373
causalpy/tests/test_utils.py,function,,panel_data,A,1,383,392
causalpy/tests/test_utils.py,function,,test_plot_correlations_diagonal_is_one,A,1,405,408
causalpy/tests/test_utils.py,function,,test_plot_correlations_symmetric,A,1,411,414
causalpy/tests/test_validate_docstring_lists.py,function,,script_module,A,1,46,47
causalpy/tests/test_variable_selection_priors.py,function,,sample_data,A,1,28,34
causalpy/date_utils.py,function,,format_date_axes,A,2,76,91
causalpy/maketables_adapters.py,method,PyMCMaketablesAdapter,default_stat_keys,A,2,324,335
causalpy/maketables_adapters.py,method,SklearnMaketablesAdapter,default_stat_keys,A,2,405,416
causalpy/pymc_models.py,method,PyMCModel,fit,A,2,327,368
causalpy/pymc_models.py,method,PyMCModel,score,A,2,422,458
causalpy/pymc_models.py,method,BayesianBasisExpansionTimeSeries,fit,A,2,2061,2091
causalpy/pymc_models.py,method,StateSpaceTimeSeries,_smooth,A,2,2528,2535
causalpy/reporting.py,function,,_extract_hdi_bounds,A,2,62,88
causalpy/reporting.py,function,,_compute_statistics_scalar,A,2,171,213
causalpy/reporting.py,function,,_effect_summary_did,A,2,318,347
causalpy/reporting.py,function,,_effect_summary_rd,A,2,454,482
causalpy/reporting.py,function,,_effect_summary_rkink,A,2,1711,1747
causalpy/transforms.py,method,StepTransform,_parse_threshold,A,2,154,162
causalpy/transforms.py,method,RampTransform,_parse_threshold,A,2,274,282
causalpy/variable_selection_priors.py,method,HorseshoePrior,create_variable,A,2,191,229
causalpy/checks/bandwidth.py,method,BandwidthSensitivity,__init__,A,2,59,60
causalpy/checks/bandwidth.py,method,BandwidthSensitivity,validate,A,2,62,72
causalpy/checks/base.py,function,,clone_model,A,2,34,54
causalpy/checks/convex_hull.py,method,ConvexHullCheck,validate,A,2,41,50
causalpy/checks/leave_one_out.py,method,LeaveOneOut,validate,A,2,50,59
causalpy/checks/mccrary.py,method,McCraryDensityTest,validate,A,2,64,74
causalpy/checks/placebo_in_space.py,method,PlaceboInSpace,validate,A,2,52,61
causalpy/checks/placebo_in_time.py,method,PlaceboInTime,_compute_fold_treatment_times,A,2,359,365
causalpy/checks/placebo_in_time.py,method,PlaceboInTime,_windows_overlap,A,2,543,557
causalpy/checks/placebo_in_time.py,method,PlaceboInTime,_extract_cumulative_impact,A,2,570,583
causalpy/checks/placebo_in_time.py,method,PlaceboInTime,_build_status_quo_model,A,2,585,666
causalpy/checks/prior_sensitivity.py,method,PriorSensitivity,validate,A,2,95,106
causalpy/data/simulate_data.py,function,,generate_synthetic_control_data,A,2,55,131
causalpy/data/simulate_data.py,function,,generate_did,A,2,207,265
causalpy/data/simulate_data.py,function,,generate_ancova_data,A,2,306,338
causalpy/experiments/base.py,method,BaseExperiment,__getattr__,A,2,131,142
causalpy/experiments/base.py,method,BaseExperiment,_build_design_dataset,A,2,146,182
causalpy/experiments/base.py,method,BaseExperiment,generate_report,A,2,499,542
causalpy/experiments/diff_in_diff.py,method,DifferenceInDifferences,_ols_plot,A,2,555,646
causalpy/experiments/diff_in_diff.py,method,DifferenceInDifferences,effect_summary,A,2,648,690
causalpy/experiments/instrumental_variable.py,method,InstrumentalVariable,__init__,A,2,118,147
causalpy/experiments/interrupted_time_series.py,method,InterruptedTimeSeries,_draw_singleton_hdi_marker,A,2,640,670
causalpy/experiments/inverse_propensity_weighting.py,method,InversePropensityWeighting,_prepare_ps,A,2,164,192
causalpy/experiments/inverse_propensity_weighting.py,method,InversePropensityWeighting,weighted_percentile,A,2,718,755
causalpy/experiments/model_adapter.py,function,,_sklearn_array,A,2,63,67
causalpy/experiments/model_adapter.py,method,PyMCModelAdapter,coefficients,A,2,266,271
causalpy/experiments/panel_regression.py,method,PanelRegression,__init__,A,2,183,220
causalpy/experiments/piecewise_its.py,method,PiecewiseITS,_parse_step_ramp_terms,A,2,225,231
causalpy/experiments/prepostnegd.py,method,PrePostNEGD,input_validation,A,2,189,195
causalpy/experiments/prepostnegd.py,method,PrePostNEGD,_bayesian_plot,A,2,290,368
causalpy/experiments/regression_kink.py,method,RegressionKink,algorithm,A,2,129,159
causalpy/experiments/staggered_did.py,method,StaggeredDifferenceInDifferences,_identify_untreated_observations,A,2,326,337
causalpy/experiments/staggered_did.py,method,StaggeredDifferenceInDifferences,_predict_counterfactuals,A,2,467,489
causalpy/experiments/staggered_did.py,method,StaggeredDifferenceInDifferences,_aggregate_effects,A,2,503,531
causalpy/experiments/staggered_did.py,method,StaggeredDifferenceInDifferences,_get_group_time_placebo_data,A,2,1292,1296
causalpy/experiments/staggered_did.py,method,StaggeredDifferenceInDifferences,_get_group_time_placebo_data_ols,A,2,1337,1353
causalpy/experiments/synthetic_control.py,method,SyntheticControl,_convert_treatment_time_for_axis,A,2,391,400
