timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-17T14:19:46,causalpy,fb702f65-698e-4649-8552-a6b910f6acce,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.715164199995343,1.7559065972126227e-06,3.072364215211968e-07,5.227042147680001,0.0,10.0,6.168299843846559e-06,0.0,1.1685714444320184e-05,1.785401428816674e-05,0.0,Brazil,BRA,ceará,,,Windows-10-10.0.19045-SP0,3.14.0,3.2.8,12,12th Gen Intel(R) Core(TM) i5-12400F,0,,-39.0159,-4.9702,15.836681365966797,machine,0.0,0,69.0,10.92903995513916,N,1.0,0.0
2026-06-17T14:31:10,causalpy,83143a17-4983-4c37-b158-2dfb15a70987,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,64.74385079997592,1.6048938474462018e-05,2.4788359475318676e-07,7.859040418742857,0.0,10.0,7.158468126393778e-05,0.0,9.160052305604848e-05,0.00016318520431998635,0.0,Brazil,BRA,ceará,,,Windows-10-10.0.19045-SP0,3.14.0,3.2.8,12,12th Gen Intel(R) Core(TM) i5-12400F,0,,-39.0159,-4.9702,15.836681365966797,machine,0.0,0,76.6741935483871,12.142458946474138,N,1.0,0.0
